Numéro,Artiste,Paroles
144,bodo,"Mandiniha fa toetra ratsy
Aleo milaza fa hoe izaho tsy ho avy
Toy izay mampanantena
Izaho anefa aty mihenahena
Fa raha toa ianao malaina
Avelao aho fa aza adalaina e!
Tsy efako raha ianao tia ahy
Ianao indray no toa mila kisa

Ataoko akory iha raha tsy ahefa
Ny ahy lahy fitia diso fiantefa
Nihevitra aho fa hiaraka amin’ny sarotra e! (Tsy ahefa)
Hay moa ny fitiavanao mifototra e!

Ny fotoana tamin’ny dimy
Raha tsy tonga ianao tsy omena tsiny
Fa raha hitako any an-kafa
Izany kosa angamba hafahafa
Fa raha toa ianao malaina
Avelao aho fa aza adailana
Tsy efako raha ianao tia ahy
Ianao indray no toa mila kisa

Ataoko akory ia raha tsy ahefa
Ny ahy lahy fitia diso fiantefa
Nihevitra aho fa hiaraka amin’ny sarotra e!
Hay moa ny fitiavanao mifototra e!

Aut/Comp: Bodo/Lila        --------"
145,bodo,"Fa hafanana hafa indray no tadiavinao
Satria efa maty ilay niaraha-namindro
fo sy fiainana vaovao no ndeha ho potehinao
F’efa rava tsisy intsony ny teo aloha rehetra teo

       Ref:Hainao ny misangy ireny
           Hainao ny manimba fo mandratra
           Fa tsy hainao ny mamela azy ireny 
           Ho faly

Ny takaitra avelanao tsy ho voafafa
Ny alahelo anatiko ao no sisa mandatsa ahy
Raha odiana tsy tsaroana,tsy ela akory
Dia miverina indray mamaivay ny afony

       Ref...

Sitrapo niaraha-nanao
Nefa ianao afaka
Ankehitriny aho izao
Mifatotra
Ny hambo-po anatiko ao
Tsy ho hainao fantarina
Tsy ho valifaty
Fa fitiavana        --------"
146,bodo,"Tsy misy akory ny tonga lafatra
Mihinam-bary aza misy latsaka
Mijery ambony raha te ho afaka
Amin'ity fiainana mandalo kely ity e

Izay resy tsy ho akoraina
'Zay mandresy tsy hobiana
Ianao moa hendry ka tsy miangatra
Amin'ity fiainana mandalo kely ity e!

Aza tsaraina,
Aza latsaina koa
Aleo Izy ihany no hijery avy eo ambony
Aza hatsaraina
Aza ovaina koa
F'efa Izy no mandahatra sy Tompon'ny aina
Sy Tompon'ny aina
Sy Tompon'ny aina,
Sy Tompon'ny aina.


Izay mangina dia volamena
Tsy feno ihany no mikobana
Manaja tena fa sao miavaka
Amin'ity fiainana mandalo kely ity e!

Ka na ny haizina hiova ho mazava
Meteza ianao ho miramiran-dava
Dia mifohaza dia mahereza
Amin'ity fiainana mandalo kely ity e!

Aza tsaraina
Aza latsaina koa
Aleo Izy ihany no hijery avy eo ambony
Aza hatsaraina
Na ovaina koa
F'efa Izy no mandahatra sy Tompon'ny aina
Sy Tompon'ny aina
Sy Tompon'ny aina,
Sy Tompon'ny aina.

ô o o o
Eh eh eh

Aza tsaraina
Aza latsaina koa
Aleo Izy ihany no hijery avy eo ambony
Aza hatsaraina
Aza ovaina koa
F'efa Izy no mandahatra sy Tompon'ny aina
Sy Tompon'ny aina
Sy Tompon'ny aina,
Sy Tompon'ny aina.

Aza tsaraina
Aza ovaina
F'Izy Tompon'ny aina        --------"
147,bodo,"Dia babonao hatram’izao
ity foko maditra 
ka mitsiriritra.
Voafolakao
ka dia sahy mitalaho.
ny kotin’ny fitia,
ny maso indray mipia.

kanto avokoa
ny lalan-kaleha
f’efa ianao no atao rehareha.
Jamba ny fo fa tena tiana ianao
Tsy mahagaga akory
fa fiainam-baovao.
(Fiainam-baovao)
Fiainam-baovao...
no iarahana aminao.

REF:
Fanantenana avokoa
ny tonon-kiran’ny fo
fa feno fiainana soa.
Horakoraka maredon’ny mpifankatia
Mifampivelirano ho doria.
Mitsikitsiky mifaly
mihira ny feo.
Mikalo ho anao ka tsy leo.
Horakoraka maredon’ny mpifankatia
mifampivelirano ho doria.





Apetrako ho an’zay chériako zay io a        --------"
148,bodo,"Born to stare at your private eyes
Born to be the woman of your life
Born to give everything you want 
Bianco

Everyone keep singing a love song
Here I get one Bianco
I gotta sing it wether it’s right or wrong
It’s from my heart Bianco
Cause your love makes a blind man see
Make a dumb speak
I can say your a fine
All I know is that your love is a magic
Can turn the night to day

I don’t speak italian well
All I know is ti amo
But since I’ve been along with you
My second sweet word is mi amor
Never touch such a pretty little thing 
Like you in my life time
God knows it, within in my life
Everything is all right Bianco

Oh, oh, oh, oh...
Born to stare at your british eyes
Born to be the woman of your life
Born to give everything you want 
Bianco

I don’t speak italian well
All I know is ti amo
But since I’ve been along with
My second sweet word is mi amor
Never touch such a pretty little thing
Like you in my life time
God knows it all I know is that your love
Is a magic can turn the night to day

Oh, oh, oh, oh
Born to stare at your private eyes
Born to be the man of your life
Born to give everything you want
Bianco


Aut/Comp: Sonny Clark/Sonny Clark        --------"
149,bodo,"Dada olon-tokana
Masoandro amam-bolan’ny fiainako
Tsy mitandro hasasarana
Tsy mety valalanina
Satria mitsinjo an-janany

Dada be fitivana 
Jiro nanazava ny fiainako
Niafy dia niafy ianao
Nanao izay azonao natao
Isaorako eto ny anaranao

Ianao indrindra no nampianatra ahy 
Hiatrika ny fiainako any aoriana
Niaritra ny mafy ianao
Tsy hisy hahasolo ny anaranao 
Hitoetra ao am-poko ny fitiavanao
Fitia tsy manam-petra, ny fiainanao rehetra 
O! ry Dada o! Tena tiako ianao

Dada olon-tokana
Masoandro amam-bolan’ny fiainako
Nitaiza sy nanalokolo
Eny, na dia fotsy volo
Zay nataony vokatry ny fo

Dada be fitiavana
Jiro nanazava ny fiainako
Nananatra, nampianatra 
Nikolokolo fatratra 
Fitiavana tsy takatry ny loha

Ianao indrindra no nampianatra ahy...........        --------"
150,bodo,"Toa ny vorona niara-niriaria
Teny an-dohasaha izahay
Ny rivotra nifofo ny orana nikija
Niaraha-nisetra avokoa

Mahita anao aho ankehitriny
Dia toa adinoko ireny
Variana tamin’ireo tambitamby
Ny ahy fitia tsy antenaina

Ref:
     Fa na dia satriko aza
     Ny hitafa aminao eto ihany
     Avelao aho hamonjy ilay namako any ho any
     Fa manembona aho izany
     Mahatsiaro ny fahazazana nivalona fahiny
     Hany ka mila ho tomany

Fony izahay niara-nilalao
Na ny soa na ny ratsy
Niarahanay natao
Nisy ireo hafaliana
Sy ranomaso indraindray

Fotoana maro teto anilanao
Toa haravoana lalandava
Nanafina alahelo hakiviana
Nahatonga ahy toa hanjombon-dava        --------"
151,bodo,"Fahiny isika roa, nazoto nifanjohy
Nifankatia tokoa ka tsy nifankafoy
Ankehitriny izao, toa niova ny fitia
Fa noho ny asanao, ianao niriaria

Izao tontolo izao tetezina avokoa
Efa voatsidikao New York, Paris, Moscou
Koa iangaviako anao, indraindray raha sitrakao 
Raha toa ka azo atao mba ento ity vadinao

Na mbola eto Madagasikara na any am-pita
Rehefa toera-manan-tantara tiako ho hita
Mba ento aho, ento aho hanaraka anao

Antaontsika fanao, ny miaraka mandeha
Rehefa taom-baovao, na Mai na Juin na Juillet
Toy ny mpivady vao, hidola isika roa
Izay tany misy anao, mba hisy ahy koa

Izao tontolo izao tetezina avokoa
Efa voatsidikao New York, Paris, Moscou
Koa iangaviako anao indraindray raha sitrakao 
Raha toa ka azo atao mba ento ity vadinao




Mpihira : bodo
Tonony : bessa
Feony : bessa        --------"
152,bodo,"Toy ny vorona, niara-niriaria
Teny an-dohasaha izahay
Ny rivotra nifofo, ny orana nikija
Niaraha-nisedra avokoa
Nahita anao, aho ankehitriny
Dia toa adinoko ireny
Variana t@ ireo tambitamby
Nanovo fitia tsy ho antenaina

Fa na dia satriko aza
Ny hitafa aminao eto ihany
avelao aho hamonjy ’lay namako any ho any 
Fa manembona aho izany
Mahatsiaro ny fahazazana nivalona fahiny
Hany ka mila ho tomany

Fony izahay, niara-nilalao
Na ny soa na ny ratsy, niarahana natao
Nisy ireo hafaliana sy ny ranomaso indraindray
fotoana maro teto anilanao, toa haravoana lalandava
nanafina alahelo, hakiviana 
Nahatonga toa hanjombon-dava

Fa na dia ...        --------"
153,bodo,"Fenonao (Bodo)

Izay jereko anie ry aiko
Omban’ny alokao, 
Tsy hitahita toa tsy haiko,
Fa voatonona ny anaranao
Ny tontolon’ny fisainako
Manjohy anao am-binany
Tiako ianao amin’ny fiainako
hanorenana akany.

Aiza ianao, (in-2)
Moa ve mahatsiaro ahy;
Izaho aty mbola tia, 
tena tia fa aza manahy!

Raha toa ka misy eritreritra
Tonga ao an-dohako ao
Voatsiahiko matetika
Ireo tokintsika izay natao,
Isan’andro aho mitsiky
Lavitra ahy ny tomany
Fenonao mihitsy
Ilay ratra-poko nanontany

Ny sarinao tsy mba miala eto imasoko
Vota sikotra tsy maty ato anatiko
Eny anao aho, anao
Tena tia fa tsy an’ny hafa.....

mpihira:BODO
Tonony: Ny Eja
Feony  : Tovo  J’Hay        --------"
154,bodo,"Ho anao ity hira ity
Foiko ho anao,omeko anao
Raha tsy ho ela aho tsy anilanao
Ity hira ity tsy hisaraka aminao
Ankahery anao izy,raha trotraky ny alahelo ianao
Hiara hifaly aminao,raha sambatra ianao

Rahatrizay ka lasana aho
Ity hira ity tsy hoesoriko aminao

Tano ho anao, fa vokatry ny foko tia
Raha ketraka ianao dia izy io hanampy anao
Tena foiko ho anao,mandrakizay
Ho anao,ho anao


Ho anao ity hira ity
Foiko ho anao,omeko anao
Raha tsy ho eo aho tsy anilanao
Ity hira ity tsy hisaraka aminao
Hankahery anao izy,raha trotraky ny alahelo ianao
Hiara-hifaly aminao,raha sambatra ianao
ô ô ô

Tena omeko anao
Ts’isy tambiny na sandany hoe
Alaiko aminao rahatrizay
Tsy tia ahy ianao
efa omeko anao 
tsy alaiko intsony
ho anao, ho anao        --------"
155,bodo,"Fa fony vao namoa ny fitiavako anao
Nanomboka nazava ilay jiro mitsilopy
Dia tonga ny havandra sy ny orana mikija
Tonga hisompatra
Nanapaka ny taho sy namono ilay afo

Tsy naharitra aho fa lasa
Nanefay akany vaovao
Hanorenako indray ilay fitia nitsahinao
Nandratra ahy

Ref Ka rehefa lalim-paka sy tafajoro tsara
      Ilay hazo novoleko
      Dia tonga indray ianao 
      Handrava sy hiantso hoe andao aty
      Fandavana hatrany no asetriko izany
      Fa aminao ny vao tsy manitra no ratsy
      Rehefa tonta iray ihany

Tsy naharitra aho fa lasa
Nanefy akany vaovao
Hanorenako indray 
Ilay fitia nitsahinao
Nandratra ahy

Ref:

Aleo aho itoetra na misy fahantrana
Fa mamiko ny akaniko na tsy foiko ianao        --------"
156,bodo,"fony aho

Fony vao namony ny fitiavako anao
Nanomboka nazava ilay jiro mitsilopy
Dia tonga ny havandra sy ny orana nikija
Tonga hisopatra, hamono sy handrava ilay hazo novoleko

Tsy naharitra aho fa lasa nanefy akany vaovao ho ahy
Hanorenako indray ilay fitia notsahinao nandratra ahy

Ka rehefa lalim-paka sy tafajoro tsara ilay hazo novoleko
Dia tonga indray ianao handrava sy hiantso hoe: andao tsy
... fandavana hatrany no nasetriko izany taminao
Ny vao tsy manitra no ratsy rehefa tonta iray ihany

Tsy naharitra fa lasa nanefy akany vaovao ho ahy
Hanorenako indray ilay fitia notsahinao nandratra ahy

AVELAO AHO HITOETRA RAHA MISY FAHANTRAKO
FA MAMIKO NY ANKANIKO KA TSY FOIKO IALANA

BODO

Mazotoa mihira an! Fiainana daholo izany e! Fa efa teo koa aho no niala e!        --------"
157,bodo,"FOTSINY

Tiako fotsiny ianao
Tsy asiana hoe ""nahoana""
Na tovonana ""satria""
Fa tiako fotsiny amin’izao
Tiako fotsiny ianao
Tsy asiana hoe ""nahoana""
Tsy amerana fotoana 
Tiako fotsiny doria.

Tsy ny teny izay tononina
No hahafeno fitia 
Tsy ny toky izay foronina
Mora rava sy malia,
Mora rava sy malia
Fa ny fo tsy manam-peo.


Ny ""satria"" sy ny ""nahoana""
Mety ho takatry ny saina ?
Tetika ikendrena laka…
Haingon-teny babangoana,
Ny ""satria"" sy ny ""nahoana""
Mety ho takatry ny saina ?
Rindram-bola very maina,
Ravina tsy misy faka

Tsy ny teny izay tononina
No hahafeno fitia 
Tsy ny toky izay foronina
Mora rava sy malia,
Mora rava sy malia
Fa ny fo tsy manam-peo.

Tsy ny teny izay tononina
No hahafeno fitia 
Tsy ny toky izay foronina
Mora rava sy malia,
Mora rava sy malia
Fa ny fo tsy manam-peo.

Tiako fotsiny ianao .....


Mpihira: Bodo
Tonony: Rado
Feony: Rolly        --------"
158,bodo,"Handeha ho any ianao ka fantaro
Fa tsisy paradisa ho vantanina any
Omany dieny izao fa sento lavitrisa 
No ho vantaninao noho ny fahantrany
Fandrao dia manantena ny lonaka ianao
Raha mody an-tanindrazana
Tandremo dia tandremo
Sao ranomaso sisa no ho fihazana

Fa soa fa fantatrao f’ilay fanahy velona 
No ho katsahinao d’ilay lamba tsara tenona 
Tinafy hatramin’izay
‘Lay vongam-bolamena 
‘Lay antsa sarobidy
Ny teny soa  tadidy 
Tsy maty ao am-ponao
Izay ‘lay taninao
Na dia tonta aza tsy amidy 
Tsy atakalo randram-bao

Tonony : bodo
Feony  : bessa        --------"
159,bodo,"Iny zandriko iny akia mahita ahy nalahelo
Dia novinaniany akia ny tao am-poko tao
Tsy nisy nahalala akia ilay tsiambaratelo
Saingy fantatro izy fa tsy maintsy hahita anao

Tsy aritro mihitsy akia ny tsy hanafatra azy
Nobitsihiko izy hiteny hoe tiako be ianao
Nitsikiany fotsiny aho fa hoe mamazivazy
K’asa raha voarainao izao hafatro izao

Fa ahitako anao daholo izay lalovako
Ny rahona eny an-danitra aza maka ny endrikao
Tsy misy nanombinana ny fahatsiarovko
Mafy izany manina kanefa akory atao

Ny vorona misioka toa milaza anarana
Anarana toa fantatro, hay moa anaranao
Toa eo am-pela-tànako ny fahasambarana
Tsy misy ambara intsony akia f’izay no vaovao

Ilay mpitondra hafatra iny akia, mbola zaza ihany
Mety ho saro-kenatra izy na varian-dalao
Tsy azoko vinany akia izay mba teniny any
Tokana ny marina: tiako be ianao

Raha sanatria akia tsy miresaka izy
Tsy mahita lazaina, tsy mahita atao
Atao ahoana moa akia, f’izay rehefa ankizy
Rehefa mihaona d’izaho no hibitsika aminao        --------"
160,bodo,"Taitra izy omaly nahita anao
Niserana tanoloany tampoka teo
Namelona ny tsiahy izay natory teo
Ilay fitia fahazaza niainanareo
Ny fo tsy tàna avy eo   (X2)

Taona maro be no nifandimby teo
Namafa fitia ve sa mbola eo

Valio re raha mba sitrakao
Fa izy mbola manantena anao
Ny fony hono dia hampoka fitia
Fitia tsy miova haharitra doria  (X2)

Izy nanafatra ahy hihaona aminao
Fa tsy fidiny ho azy ny nandao anao
Mbola zaza izy mantsy ka dia niankin-doha
Izay tenenin’i Dada dia mankatoa
Na tsy sitraky ny fo  (X2)

Taona maro be no nifandimby teo
Namafa fitia ve sa mbola eo

Valio re raha mba sitrakao
Fa izy mbola manantena anao
Ny fony hono dia hampoka fitia
Fitia tsy miova haharitra doria

Hafatra ho anao.....


Aut/Comp: Bodo/Bita; Dôsa        --------"
161,bodo,"Promesses you give
Sweet words you talk
It’s not about here, dear swaker man
Many girls you met out in town
Many girls you slept with
Go all unhealed, reading injure

You’ve got a woman and you say you’ven’t got it
You’re a married man and you say that ain’t true
You are a heart breaker baby
You think love is like a ware to sell
You said you need a better looking woman
You are a heart breaker baby

If you don’t have nothing to do don""t do here
Cos I dont like such an ugly behavior
You are not the type of my man
I think you do understand so get away, I’m sorry
Nothing’s gonna wanna be all right

Bodo        --------"
162,bodo,"Isaorako ny avo
Ny foko ravoravo eto izao
Fitahian-dehibe
Izay nomeny ahy re
Ka zaraiko aminao
Sambatra aho ombieny ombieny
Antsoin-jaza hoe:""NENY""
Mampifaly fo fatratra aok’izany moa
Tsaroako ho zava-tsoa tokoa
Tokana tsy ho lò

Raha tsy manan-janaka
Ny asa maha-lanaka
Zava-poana moa
Mety mampamoy fo
Laingalainga moa
Fa ny aza mahavoa        --------"
163,bodo,"HIVERINA AHO

Nilaozako ireo kaloko
Fa nifindra lasa lavitra
Dia nipitra teo ianao
Nanembonembona tsiahy

Fantatro fa tsy ho zakako
Ny tsy hieritreritra anao
Nefa kosa tsapako
Fa tsy hanadino ianao
Tsy hanadino ahy

Hiverina aho 
Fa malahelo mafy anao
Ny endrikao mibahana ao antsaiko ao
Ny fo tsy tony raha tsy eo ianao
Ny ranomasoko
Mipotrapotraka fa manina anao
Fa fitiavana tsy hay kobonina
No fanainga lavitra

Mba tsy afako
Ilay fitsikinao
sy ny angotinao mandrotika fanahy
Na niniako hilaozana aza
Dia voatahiry am-po
Sy tsy afaka ao an-doha
Nihevitra aho tsy hilaza aminao
Ka raha lasa izaho tsy hierika intsony
Nefa kosa tsapako fa tsy ho foiko ianao
Tsy foiko ianao

Hiverina aho 
Fa malahelo mafy anao
Ny endrikao mibahana ao antsaiko ao
Ny fo tsy tony raha tsy eo ianao
Ny ranomasoko
Mipotrapotraka fa manina anao
Fa fitiavana tsy hay kobonina
No fanainga lavitra

Hiverina aho 
Fa malahelo mafy anao
Ny endrikao mibahana ao antsaiko ao
Ka hiverina aho
Satria izaho sy ianao no tia

BODO        --------"
164,bodo,"Oram-be mivatravatra
Kotro-baratra no nalaiko ho namana
Tsy hamofo alahelo an-tanin’olona
Fa nataoko hampatsiahy ilay akany lavitra any

Ny korana sy lalao manakora
Manangoly ny fiharahana
Sento lalina fa manina te-hody
No hasetriko ny tsikiny
Mampanganohano ahy

Na ny mamiratra aza no hanambazana ahy
Tsy nahasarika ahy ireo fa ianao
Ry tany mamiko no nampanembona ahy
Nierikerika aho fa sao tao ianao
An-tsaina sisa no nahitako anao

Tombin-drahona nandalo no nafarako
Nefa ireny mba ho aiza moa ?
Niriako orana mikija tsy hamonto anao
Fa tsy ho anao ry taniko tsy tafita ny hafatro        --------"
165,bodo,"Ianao mahalala ny lalina ao anatiko
Ianao ilay mpanala ny vesatra tsy tantiko
Ianao mahafantatra ny tombakasin-joko
Ianao mahatakatra ny hetahetam-poko
Ianao ilay fehizoro vato fananganana 
Ianao ilay mpanoro ny landy ihavanana
Ianao ilay nitaiza, ianao ilay mpampianatra
Ianao ilay sakaiza ekeko ho filamatra

Ref:Izaho mino anao 
Izaho mino anao
Ho lalam-baovao mahitsin’ny fitia 
Oh Kristy

Ianao mahalala ny lalina ao anatiko
Ianao ilay mpanala ny vesatra tsy tantiko
Ianao mahafantatra ny tombakasin-joko
Ianao mahatakatra ny hetahetam-poko
Izaho mino anao ,Izaho mino anao 
Ho lalam-baovao mahitsin’ny fitia 
Oh Kristy


Tonony: Haingo
Feon: Bessa        --------"
